current_canonical_runner_id,current_canonical_horse_name,historical_canonical_horse_id,historical_canonical_horse_name,identity_resolution_method,identity_resolution_status,identity_resolution_reason_code,historical_name_collision_count,identity_builder_version,identity_method_version,identity_bridge_evidence_sha256
RCOM_HORSE_5324004,Ollandia Beach,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,0650f71fedb7cb606ace286fce62c0494cdbc8a73eae0c28e4bf41f74f655ba6
RCOM_HORSE_5324511,Glasgow Lass,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4be68595c53470125223a61477f5d8c99f3b2d4c8f32d9c6fcb0424b121a99ac
RCOM_HORSE_5324742,Triple Triple,RCOM_HORSE_5324742,,CANONICAL_ID_EXACT,IDENTITY_RESOLVED,EXACT_CANONICAL_ID_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d3b4f3204dd624e30f7b7153f37ef3ddb9880c1b40376ae413c9ccf6d6db3748
RCOM_HORSE_5324818,Queen Of Cordoba,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,a465954dc26808915ea630b270a940301ed473a45926f178ce2827e95c5a4432
RCOM_HORSE_5324989,Colt Forty Five,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2431cf2c646a5368887f611fd609488126301a3e3d0fc32f92ef709a5db94111
RCOM_HORSE_5325978,All The Moves,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,77982db53dd7189ed0fd84ee7572ef6c8ba389f8e9d9ff9c738d911056875451
RCOM_HORSE_5326056,Tel Aviv,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,03a0f3ae06bdc10c2759302e96ab2c6ce06bb2512fa571ec4b39676fde3471e4
RCOM_HORSE_5326507,Pharoah's Glory,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,7c98e604dda5d834accd681e1c71d8c496cb1db6f1d1dc3e9159ad84bb38a9fa
RCOM_HORSE_5326945,Vestas,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c9d718f611cbd584e2af725465d5ca3c9a10fb3e9f2ea0cd34832e290c4d4cf1
RCOM_HORSE_5327241,Aloysius,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8edf3c18b44432e8b22946dd8e82dd6b909b1d09fe4026436933b9fd0b44c08a
RCOM_HORSE_5327328,Dismantle,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,50808f9e9e3c05459b6267bab2eac49280938502cdc167d585b18465a58a9eeb
RCOM_HORSE_5328114,Bark,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,1b08bae06f4c423b556097597bbbb7e800397d4e5036d91745418c77e0bf97fa
RCOM_HORSE_5329050,Captain Barbossa,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,0120d464ae1a532549f438c0cadde31238e01c9d1bcbdb794e7d188b32363999
RCOM_HORSE_5329196,Friendzoned,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,9b7f12d84ab77505a25f571c1c78e3ea0fcc51299722fbbab43714fa9e10a436
RCOM_HORSE_5329743,Harry Caviar,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,1e5a0de4c54a894708ce77460101f2996f8874453d21d3e882f1b52de0d168b3
RCOM_HORSE_5330442,Blondie's Toronado,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,089a4df99a9c8bf1e5bd7d7e2f9cb58bd400345b8c948116a61075de87f0ba27
RCOM_HORSE_5330581,Square Deal,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,45148521ea1c17581308fbc4933dd1bcaacab5a8dc36b943beb6683a24ce60ac
RCOM_HORSE_5330870,Ziggy Starcraft,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,1df0fdaf745542e0fc1cfdaa14c90a4c6fbf1f484f3adef49d635a88fe17760a
RCOM_HORSE_5331059,Deep Joy,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,5723a42d637140bea719078b2387505b5bd03595f1bca5d9f6ee618e111e1080
RCOM_HORSE_5331354,Aka Daka,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,53d0fd15a61eff56277de9635f0590c0e0de2d0daf696e41746ec6d334e0d711
RCOM_HORSE_5331598,Toyz In Zouland,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,e652cf163a45c99d71112182207b02e6bfdfc2c0eacda52e818eaf35a0462dbb
RCOM_HORSE_5332081,Butternut Princess,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,b8ed59566a50ed9e8f523cf1991ded7de111aba0dd3cf8ac28fe80f7029ea0f4
RCOM_HORSE_5332809,Pick Wisely,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,f60aa97f81abf306d8754da31f77ed2098ee7b5988bf1cb421bbae22461d10a8
RCOM_HORSE_5332810,Captain Sparrow,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,364ae125cbea0933e97894e74d36d6396cc2e4959be980f4797c2ca9d5af07ec
RCOM_HORSE_5333279,Gina's A Star,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,5f491e6a01f3afee5c6491a372d04b790da016f3de8870f6bad503bca28c65f7
RCOM_HORSE_5333591,Vain Champagne,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ee84782a5ab50d70131d0d3695451fb6f9d46b4c233c4afc74a2577f7c1506b8
RCOM_HORSE_5333616,Tennessee Bound,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2ba1dd89f7647211d81f1b1e845a091b74ac0ec63eb86635852c4793f84313ec
RCOM_HORSE_5333769,Forrest Gump,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,80279ffeb825ee15fac2c15df1afbf6f9ba8c389c4619d6386bfdbf2cbd8bc0d
RCOM_HORSE_5333998,Cosmic Charger,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8b3f4e08894d44939ebf664bc95c2b52414452fee5585d429d11a447535c839a
RCOM_HORSE_5334905,You Said What,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,bbd27a0717d2e5588a38dfbc371a4549d32c3bb72aab2fb7d5bf268eb76184d3
RCOM_HORSE_5334975,Royal Lass,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,957302c927b77a8a56a2c073e4694081b5626d4d2b1387a6f8612cf6180f7ef8
RCOM_HORSE_5336973,Never A Thought,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,88e90faa562c4240a7ac455463a9dfbacd2c11201b2d51f2676a05cd020aaad2
RCOM_HORSE_5338334,First Chorus,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d3209d9f718c75075308728f55fa825ff7acdf4713c6bf4087be96f8b4eba25c
RCOM_HORSE_5338777,Oraqua,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,773d240e6b496a07eedb788a2655056ad5fd6e7ef5d34475d0a6d89034f9ffdd
RCOM_HORSE_5339958,Pressurised,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,eafcadc1d92732cc7149cecbe09335808d63d5b3f359878100b2e0c3ecada37d
RCOM_HORSE_5340527,Dirnaseer,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,e56281228602f463c55512af838acee43c5747379e7e660ea9a2bfa893ea198a
RCOM_HORSE_5340534,King Kauffo,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8dcb8ed242aeaf7f6f254ff92447e2f1d55492b7a9b26fecd17af2ed2131d891
RCOM_HORSE_5340559,Prestige Ole,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,473ffb66bec06d2a2a97fa13193aa6e4320a106013b3fa0ad6e53f9d5e5942d4
RCOM_HORSE_5340890,I'lberidin'shotgun,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,21e91c0b1d0e861aec61ee3905b9bb35cf586437f63bf569aa863932b6556c33
RCOM_HORSE_5341015,Hotei Senshi,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2b9af797198a8a4905db739dfde42035889063b4842da0ac1c43f9b12c5a79de
RCOM_HORSE_5341386,Falset Star,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,40117bda5f7f610d799713294548a740a5789c83198c0c33803e897445394981
RCOM_HORSE_5341390,Custom,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d57e7e109ef1c308a2f8c6848bbbc2e71f03bedddad2ffe740525baab70eb54f
RCOM_HORSE_5341984,Embodiment,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,43fb68832ec9da44f398aa86cac63e6bfc9717daec4dc6ac8f88d44ff15892ae
RCOM_HORSE_5342299,Shelly's Legacy,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,94214be5c203e6408ace1ae5f9a7dde773ef8dd87a13052ffad4bfca90a3cee8
RCOM_HORSE_5342388,Leonchroi,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,daee461507fb6482a1ef4eb86a70fcd7206cbcb77f7062f9b3cc0a014c397d43
RCOM_HORSE_5342544,Rydell High,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,37da239c33bb49e52ff4acda17501ab1b5b2e7344ea5e3f91c4bfccbc44a92f0
RCOM_HORSE_5342833,Barking Mad,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4c49af70d43877c8c39a6a4af75c697ff128e404863c7591756146127e893607
RCOM_HORSE_5343116,Talladega Girl,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2d9daf22f26caba2ee605117faa296415f0ebf1bc79d737a779a11e4a6789d36
RCOM_HORSE_5343302,Farcited,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,9d8cb70aa4190d78f3873eb125dc867ecc9e3548014465e5d7e2aa2da9d08fe8
RCOM_HORSE_5343573,Lollie's Galore,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,faaf5b49b0df5f37a1375c31f12ed7d2a08467ba1a20303248ff25c48dacbe74
RCOM_HORSE_5343728,Prevention,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ea15c442597436a2ccea6e1fdd102e3a84701f9e4d07763dd241e00e62409825
RCOM_HORSE_5343839,Afterberna,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,3a322fe511b21031e9d8b7833a278b693f391f3eb6e11bfaa8ffe9b515846622
RCOM_HORSE_5344093,Prince Tycoon,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,895cf2214f93b46687112ae8524fa9ee755986f6bb35b139e07e3f7e8c2d2737
RCOM_HORSE_5344269,Jenni Gone Bonkers,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,12f23bd3afaeaa8ecd8c3cd5b42b4b8e54e020ac35e7d4f78a11444ec05afc0f
RCOM_HORSE_5344413,True Beauty,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,24a6106c81316664a1ba677f9cca1b8a67a4c1dc6489cd9da07f10045769aec6
RCOM_HORSE_5344538,Rookery Nook,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,af498157f2130f2933590eb62ced4170fcc141c8d94b208fba545ab163ddd94c
RCOM_HORSE_5344877,Gentoo,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,6bac8e0005a3cd67029c64423d365a9f1a8276270f8183534efdfc6ccc23636a
RCOM_HORSE_5345581,Charlecote Mill,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,0d7a174ed58cbd956c3a9dd326b3d6a7b901038b5c597739335397ab52e3b4da
RCOM_HORSE_5345652,Prestige Zerprise,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,62bbbd8c99040056e5d014ca2c0d4022c971f44bc375b81a23b12e893446ebca
RCOM_HORSE_5345758,Decalogue,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,bcdf74cd986ddd6454946a0ad1802608736199dbff52da2d41dd50ad1a804170
RCOM_HORSE_5345772,Mystery 'N' Drama,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,5d024528298ca5a9563c5d62cf59687d5b7fa6fefeb4a3b448b7668fbf60c614
RCOM_HORSE_5345774,Signature Scent,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8b9ed342a4c7083da37bf8ceccd6584ab2e029b9f0ec1e21adf9353ff39417a7
RCOM_HORSE_5346114,Pacific Glamour,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,99c99b5a596d2ac6f7551ea32917110d4752e513b27b064280a075343314990e
RCOM_HORSE_5346423,Just Too Fly,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,7d4f8f63bac9ead912b13564d4fd387431476053726348f7444a4837110fc588
RCOM_HORSE_5346437,Kiss My Rock,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,b90a32bf2db19c0c747af5ca41904b3525051178d997ff19ddee1bb509f66a9f
RCOM_HORSE_5346537,Express Class,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c6bb7c7b553b7234d5d1698862a15a00e18c8fcf8cf2efa8d723baa321dcef9a
RCOM_HORSE_5346815,Menthon,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4830d6febf07203ad8403e45ccfe891c6058ddbd97375b60c29b44d8507c23d6
RCOM_HORSE_5346997,Churchill Lane,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,165d1734348047f0f2ec011e2d62aa9ccd713502e9e2092bcc49c74e31f547a2
RCOM_HORSE_5347302,Aurora's Belt,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,35fff80db2f68cbcacb8809f025a3785bd6bc92f0be3a86caa98b86244b29d2e
